i,j,x,y,rho,u,v,p,in_wedge
43,0,2.1750,0.0250,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
44,0,2.2250,0.0250,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
45,0,2.2750,0.0250,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
46,0,2.3250,0.0250,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
47,0,2.3750,0.0250,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
48,0,2.4250,0.0250,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
49,0,2.4750,0.0250,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
50,0,2.5250,0.0250,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
51,0,2.5750,0.0250,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
52,0,2.6250,0.0250,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
53,0,2.6750,0.0250,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
54,0,2.7250,0.0250,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
55,0,2.7750,0.0250,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
56,0,2.8250,0.0250,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
57,0,2.8750,0.0250,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
58,0,2.9250,0.0250,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
59,0,2.9750,0.0250,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
60,0,3.0250,0.0250,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
61,0,3.0750,0.0250,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
62,0,3.1250,0.0250,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
63,0,3.1750,0.0250,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
64,0,3.2250,0.0250,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
65,0,3.2750,0.0250,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
66,0,3.3250,0.0250,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
67,0,3.3750,0.0250,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
68,0,3.4250,0.0250,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
69,0,3.4750,0.0250,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
70,0,3.5250,0.0250,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
71,0,3.5750,0.0250,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
72,0,3.6250,0.0250,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
73,0,3.6750,0.0250,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
74,0,3.7250,0.0250,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
75,0,3.7750,0.0250,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
76,0,3.8250,0.0250,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
77,0,3.8750,0.0250,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
78,0,3.9250,0.0250,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
79,0,3.9750,0.0250,1.000288e+00,5.916067e+00,-3.394334e-04,1.000411e+00,0
80,0,4.0250,0.0250,2.606871e+00,3.333811e+00,-2.296928e-01,1.240743e+01,0
81,0,4.0750,0.0250,4.980442e+00,1.095183e+00,-5.219532e-02,3.149383e+01,0
82,0,4.1250,0.0250,5.151399e+00,8.666411e-01,3.310506e-02,3.352963e+01,0
83,0,4.1750,0.0250,5.194874e+00,8.015339e-01,3.914118e-02,3.409543e+01,0
84,0,4.2250,0.0250,5.262993e+00,7.586153e-01,3.628269e-02,3.498631e+01,0
85,0,4.2750,0.0250,5.310036e+00,7.148411e-01,4.308868e-02,3.575507e+01,0
86,0,4.3250,0.0250,5.321645e+00,6.217800e-01,6.540474e-02,3.620194e+01,0
87,0,4.3750,0.0250,5.272910e+00,4.441130e-01,1.009287e-01,3.618207e+01,0
88,0,4.4250,0.0250,5.154560e+00,1.601416e-01,1.475217e-01,3.594051e+01,0
89,0,4.4750,0.0250,5.585683e+00,-2.314375e-01,1.933745e-01,3.538950e+01,0
90,0,4.5250,0.0250,5.593563e+00,-6.717104e-01,2.093876e-01,3.416677e+01,0
91,0,4.5750,0.0250,5.405246e+00,-1.069882e+00,1.638274e-01,3.255589e+01,0
92,0,4.6250,0.0250,5.196759e+00,-1.380123e+00,8.510507e-02,3.076631e+01,0
93,0,4.6750,0.0250,4.981200e+00,-1.592469e+00,3.114983e-02,2.900932e+01,0
94,0,4.7250,0.0250,4.959030e+00,-1.629114e+00,2.382504e-03,2.885964e+01,0
95,0,4.7750,0.0250,4.991064e+00,-1.595889e+00,-1.469779e-02,2.921326e+01,0
96,0,4.8250,0.0250,5.082510e+00,-1.507566e+00,-2.615646e-02,2.976006e+01,0
97,0,4.8750,0.0250,5.199409e+00,-1.411770e+00,-3.132785e-02,3.058419e+01,0
98,0,4.9250,0.0250,5.313080e+00,-1.315033e+00,-3.650148e-02,3.133259e+01,0
99,0,4.9750,0.0250,5.410670e+00,-1.225728e+00,-4.149887e-02,3.193598e+01,0
100,0,5.0250,0.0250,5.503246e+00,-1.134452e+00,-4.626167e-02,3.251366e+01,0
101,0,5.0750,0.0250,5.599445e+00,-1.037246e+00,-4.944510e-02,3.309758e+01,0
102,0,5.1250,0.0250,5.702293e+00,-9.220185e-01,-5.608464e-02,3.377936e+01,0
103,0,5.1750,0.0250,5.862537e+00,-7.886268e-01,-6.458556e-02,3.476128e+01,0
104,0,5.2250,0.0250,6.033423e+00,-6.231291e-01,-7.601803e-02,3.590995e+01,0
105,0,5.2750,0.0250,6.254830e+00,-4.311592e-01,-8.819140e-02,3.729926e+01,0
106,0,5.3250,0.0250,6.482861e+00,-2.131045e-01,-9.646621e-02,3.868430e+01,0
107,0,5.3750,0.0250,6.719706e+00,1.413505e-02,-9.991173e-02,4.004143e+01,0
108,0,5.4250,0.0250,6.949150e+00,2.492048e-01,-1.021258e-01,4.129492e+01,0
109,0,5.4750,0.0250,7.130605e+00,4.765030e-01,-1.021756e-01,4.223954e+01,0
110,0,5.5250,0.0250,7.300677e+00,7.073081e-01,-1.010032e-01,4.304241e+01,0
111,0,5.5750,0.0250,7.484483e+00,9.195417e-01,-9.858386e-02,4.331776e+01,0
112,0,5.6250,0.0250,7.537058e+00,1.121411e+00,-9.349902e-02,4.319267e+01,0
113,0,5.6750,0.0250,7.528117e+00,1.314344e+00,-8.635108e-02,4.278364e+01,0
114,0,5.7250,0.0250,7.487571e+00,1.494622e+00,-7.826390e-02,4.210867e+01,0
115,0,5.7750,0.0250,7.416564e+00,1.662560e+00,-6.983633e-02,4.123918e+01,0
116,0,5.8250,0.0250,7.323810e+00,1.819355e+00,-6.131122e-02,4.024700e+01,0
117,0,5.8750,0.0250,7.217375e+00,1.966192e+00,-5.320720e-02,3.918780e+01,0
118,0,5.9250,0.0250,7.102525e+00,2.104257e+00,-4.573835e-02,3.809861e+01,0
119,0,5.9750,0.0250,6.982085e+00,2.234181e+00,-3.896986e-02,3.699944e+01,0
120,0,6.0250,0.0250,6.856984e+00,2.356485e+00,-3.299441e-02,3.589706e+01,0
121,0,6.0750,0.0250,6.728414e+00,2.471790e+00,-2.793439e-02,3.479796e+01,0
122,0,6.1250,0.0250,6.597049e+00,2.580375e+00,-2.351045e-02,3.370436e+01,0
123,0,6.1750,0.0250,6.462498e+00,2.682504e+00,-1.947122e-02,3.260945e+01,0
124,0,6.2250,0.0250,6.324765e+00,2.777952e+00,-1.604057e-02,3.151649e+01,0
125,0,6.2750,0.0250,6.184569e+00,2.867430e+00,-1.266808e-02,3.044828e+01,0
126,0,6.3250,0.0250,6.044420e+00,2.951599e+00,-9.587824e-03,2.939426e+01,0
127,0,6.3750,0.0250,5.907429e+00,3.033136e+00,-6.821618e-03,2.837528e+01,0
128,0,6.4250,0.0250,5.774107e+00,3.110329e+00,-3.947833e-03,2.740196e+01,0
129,0,6.4750,0.0250,5.646812e+00,3.183704e+00,-1.683139e-03,2.648851e+01,0
130,0,6.5250,0.0250,5.523282e+00,3.256157e+00,-3.276145e-05,2.561507e+01,0
131,0,6.5750,0.0250,5.402200e+00,3.327249e+00,1.652480e-03,2.477098e+01,0
132,0,6.6250,0.0250,5.283607e+00,3.395955e+00,3.371701e-03,2.395657e+01,0
133,0,6.6750,0.0250,5.167049e+00,3.461937e+00,5.077855e-03,2.316948e+01,0
134,0,6.7250,0.0250,5.052242e+00,3.525178e+00,6.721111e-03,2.240859e+01,0
135,0,6.7750,0.0250,4.939097e+00,3.585732e+00,8.350376e-03,2.167379e+01,0
136,0,6.8250,0.0250,4.827907e+00,3.643716e+00,9.991986e-03,2.096677e+01,0
137,0,6.8750,0.0250,4.719271e+00,3.699308e+00,1.164828e-02,2.029024e+01,0
138,0,6.9250,0.0250,4.613780e+00,3.752737e+00,1.326206e-02,1.964609e+01,0
139,0,6.9750,0.0250,4.511914e+00,3.804213e+00,1.479394e-02,1.903509e+01,0
140,0,7.0250,0.0250,4.413785e+00,3.853878e+00,1.622387e-02,1.845590e+01,0
141,0,7.0750,0.0250,4.319035e+00,3.901631e+00,1.753653e-02,1.790493e+01,0
142,0,7.1250,0.0250,4.227138e+00,3.947283e+00,1.874289e-02,1.737831e+01,0
143,0,7.1750,0.0250,4.137697e+00,3.990774e+00,1.985627e-02,1.687360e+01,0
144,0,7.2250,0.0250,4.050163e+00,4.031988e+00,2.088701e-02,1.638795e+01,0
145,0,7.2750,0.0250,3.964003e+00,4.070768e+00,2.182847e-02,1.591870e+01,0
146,0,7.3250,0.0250,3.879030e+00,4.107216e+00,2.268037e-02,1.546499e+01,0
147,0,7.3750,0.0250,3.795367e+00,4.141629e+00,2.343374e-02,1.502740e+01,0
148,0,7.4250,0.0250,3.713170e+00,4.174300e+00,2.411248e-02,1.460636e+01,0
149,0,7.4750,0.0250,3.632672e+00,4.205468e+00,2.476099e-02,1.420246e+01,0
150,0,7.5250,0.0250,3.554003e+00,4.235218e+00,2.539897e-02,1.381555e+01,0
151,0,7.5750,0.0250,3.477107e+00,4.263423e+00,2.603765e-02,1.344383e+01,0
152,0,7.6250,0.0250,3.402083e+00,4.290025e+00,2.668554e-02,1.308632e+01,0
153,0,7.6750,0.0250,3.329372e+00,4.315071e+00,2.735740e-02,1.274313e+01,0
154,0,7.7250,0.0250,3.259304e+00,4.338543e+00,2.807275e-02,1.241434e+01,0
155,0,7.7750,0.0250,3.192074e+00,4.360244e+00,2.879220e-02,1.209844e+01,0
156,0,7.8250,0.0250,3.127473e+00,4.380038e+00,2.936069e-02,1.179317e+01,0
157,0,7.8750,0.0250,3.065601e+00,4.398134e+00,2.974245e-02,1.149696e+01,0
158,0,7.9250,0.0250,3.006525e+00,4.415099e+00,2.994103e-02,1.121051e+01,0
159,0,7.9750,0.0250,2.950336e+00,4.431365e+00,2.999539e-02,1.093333e+01,0
160,0,8.0250,0.0250,2.896489e+00,4.447080e+00,2.998632e-02,1.066460e+01,0
161,0,8.0750,0.0250,2.844824e+00,4.462332e+00,2.993683e-02,1.040359e+01,0
162,0,8.1250,0.0250,2.795093e+00,4.477363e+00,2.983063e-02,1.015146e+01,0
163,0,8.1750,0.0250,2.747199e+00,4.492378e+00,2.966057e-02,9.908022e+00,0
164,0,8.2250,0.0250,2.700803e+00,4.507482e+00,2.942508e-02,9.673354e+00,0
165,0,8.2750,0.0250,2.655727e+00,4.522805e+00,2.913109e-02,9.446205e+00,0
166,0,8.3250,0.0250,2.611804e+00,4.538472e+00,2.879271e-02,9.226951e+00,0
167,0,8.3750,0.0250,2.569051e+00,4.554583e+00,2.842215e-02,9.014575e+00,0
168,0,8.4250,0.0250,2.527483e+00,4.571214e+00,2.802578e-02,8.809719e+00,0
169,0,8.4750,0.0250,2.487065e+00,4.588381e+00,2.761848e-02,8.611016e+00,0
170,0,8.5250,0.0250,2.447889e+00,4.606020e+00,2.726373e-02,8.419147e+00,0
171,0,8.5750,0.0250,2.409930e+00,4.623999e+00,2.697874e-02,8.232845e+00,0
172,0,8.6250,0.0250,2.373312e+00,4.642186e+00,2.676287e-02,8.053220e+00,0
173,0,8.6750,0.0250,2.338025e+00,4.660506e+00,2.660098e-02,7.879131e+00,0
174,0,8.7250,0.0250,2.304088e+00,4.678845e+00,2.647306e-02,7.711469e+00,0
175,0,8.7750,0.0250,2.271163e+00,4.696892e+00,2.636781e-02,7.547767e+00,0
176,0,8.8250,0.0250,2.239228e+00,4.714558e+00,2.628067e-02,7.388871e+00,0
177,0,8.8750,0.0250,2.208134e+00,4.731798e+00,2.620831e-02,7.233172e+00,0
178,0,8.9250,0.0250,2.177960e+00,4.748673e+00,2.614960e-02,7.082386e+00,0
179,0,8.9750,0.0250,2.148606e+00,4.765215e+00,2.610087e-02,6.935037e+00,0
180,0,9.0250,0.0250,2.120111e+00,4.781466e+00,2.605651e-02,6.792653e+00,0
181,0,9.0750,0.0250,2.092195e+00,4.797362e+00,2.601124e-02,6.653129e+00,0
182,0,9.1250,0.0250,2.064978e+00,4.812989e+00,2.595846e-02,6.518220e+00,0
183,0,9.1750,0.0250,2.038225e+00,4.828373e+00,2.589008e-02,6.385842e+00,0
184,0,9.2250,0.0250,2.012137e+00,4.843637e+00,2.580222e-02,6.258431e+00,0
185,0,9.2750,0.0250,1.986522e+00,4.858830e+00,2.569853e-02,6.133585e+00,0
186,0,9.3250,0.0250,1.961599e+00,4.874007e+00,2.558885e-02,6.013961e+00,0
187,0,9.3750,0.0250,1.937142e+00,4.889189e+00,2.548396e-02,5.896853e+00,0
188,0,9.4250,0.0250,1.913472e+00,4.904415e+00,2.537975e-02,5.785192e+00,0
189,0,9.4750,0.0250,1.890190e+00,4.919619e+00,2.527004e-02,5.675629e+00,0
190,0,9.5250,0.0250,1.867586e+00,4.934728e+00,2.517154e-02,5.570752e+00,0
191,0,9.5750,0.0250,1.845197e+00,4.949551e+00,2.510109e-02,5.467007e+00,0
192,0,9.6250,0.0250,1.823458e+00,4.964120e+00,2.505818e-02,5.367439e+00,0
193,0,9.6750,0.0250,1.801850e+00,4.978282e+00,2.502981e-02,5.268316e+00,0
194,0,9.7250,0.0250,1.780870e+00,4.992018e+00,2.500434e-02,5.172886e+00,0
195,0,9.7750,0.0250,1.759872e+00,5.005216e+00,2.497464e-02,5.077341e+00,0
196,0,9.8250,0.0250,1.739477e+00,5.017948e+00,2.493211e-02,4.985329e+00,0
197,0,9.8750,0.0250,1.719024e+00,5.030346e+00,2.487036e-02,4.892972e+00,0
198,0,9.9250,0.0250,1.699327e+00,5.042389e+00,2.478742e-02,4.805102e+00,0
199,0,9.9750,0.0250,1.670399e+00,5.060235e+00,2.464351e-02,4.677018e+00,0
0,1,0.0250,0.0750,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
1,1,0.0750,0.0750,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
2,1,0.1250,0.0750,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
3,1,0.1750,0.0750,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
4,1,0.2250,0.0750,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
5,1,0.2750,0.0750,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
6,1,0.3250,0.0750,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
7,1,0.3750,0.0750,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
8,1,0.4250,0.0750,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
9,1,0.4750,0.0750,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
10,1,0.5250,0.0750,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
11,1,0.5750,0.0750,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
12,1,0.6250,0.0750,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
13,1,0.6750,0.0750,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
14,1,0.7250,0.0750,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
15,1,0.7750,0.0750,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
16,1,0.8250,0.0750,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
17,1,0.8750,0.0750,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
18,1,0.9250,0.0750,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
19,1,0.9750,0.0750,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
20,1,1.0250,0.0750,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
21,1,1.0750,0.0750,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
22,1,1.1250,0.0750,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
23,1,1.1750,0.0750,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
24,1,1.2250,0.0750,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
25,1,1.2750,0.0750,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
26,1,1.3250,0.0750,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
27,1,1.3750,0.0750,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
28,1,1.4250,0.0750,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
29,1,1.4750,0.0750,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
30,1,1.5250,0.0750,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
31,1,1.5750,0.0750,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
32,1,1.6250,0.0750,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
33,1,1.6750,0.0750,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
34,1,1.7250,0.0750,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
35,1,1.7750,0.0750,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
36,1,1.8250,0.0750,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
37,1,1.8750,0.0750,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
38,1,1.9250,0.0750,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
39,1,1.9750,0.0750,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
40,1,2.0250,0.0750,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
41,1,2.0750,0.0750,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
42,1,2.1250,0.0750,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
43,1,2.1750,0.0750,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
44,1,2.2250,0.0750,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
45,1,2.2750,0.0750,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
46,1,2.3250,0.0750,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
47,1,2.3750,0.0750,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
48,1,2.4250,0.0750,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
49,1,2.4750,0.0750,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
50,1,2.5250,0.0750,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
51,1,2.5750,0.0750,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
52,1,2.6250,0.0750,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
53,1,2.6750,0.0750,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
54,1,2.7250,0.0750,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
55,1,2.7750,0.0750,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
56,1,2.8250,0.0750,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
57,1,2.8750,0.0750,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
58,1,2.9250,0.0750,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
59,1,2.9750,0.0750,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
60,1,3.0250,0.0750,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
61,1,3.0750,0.0750,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
62,1,3.1250,0.0750,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
63,1,3.1750,0.0750,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
64,1,3.2250,0.0750,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
65,1,3.2750,0.0750,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
66,1,3.3250,0.0750,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
67,1,3.3750,0.0750,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
68,1,3.4250,0.0750,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
69,1,3.4750,0.0750,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
70,1,3.5250,0.0750,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
71,1,3.5750,0.0750,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
72,1,3.6250,0.0750,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
73,1,3.6750,0.0750,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
74,1,3.7250,0.0750,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
75,1,3.7750,0.0750,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
76,1,3.8250,0.0750,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
77,1,3.8750,0.0750,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
78,1,3.9250,0.0750,1.000000e+00,5.916080e+00,0.000000e+00,1.000000e+00,0
79,1,3.9750,0.0750,1.005071e+00,5.885749e+00,-1.154305e-06,1.040197e+00,0
80,1,4.0250,0.0750,2.991922e+00,1.692361e+00,-3.304493e-02,1.828953e+01,0
81,1,4.0750,0.0750,4.263815e+00,1.455084e-01,7.562690e-02,3.098867e+01,0
82,1,4.1250,0.0750,4.586444e+00,5.018470e-02,6.244046e-02,3.279687e+01,0
83,1,4.1750,0.0750,4.739598e+00,1.188157e-01,4.718989e-02,3.310191e+01,0
84,1,4.2250,0.0750,4.910653e+00,2.026998e-01,5.425472e-02,3.410909e+01,0
85,1,4.2750,0.0750,5.060916e+00,2.730599e-01,8.513275e-02,3.511806e+01,0
86,1,4.3250,0.0750,5.128079e+00,2.735865e-01,1.467006e-01,3.538296e+01,0
87,1,4.3750,0.0750,5.156015e+00,2.148308e-01,2.462286e-01,3.545671e+01,0
88,1,4.4250,0.0750,5.077043e+00,8.841367e-02,3.805252e-01,3.532273e+01,0
