i,j,x,y,rho,u,v,p,in_wedge
46,0,2.3250,0.0250,1.000000e+00,3.549648e+00,0.000000e+00,1.000000e+00,0
47,0,2.3750,0.0250,1.000000e+00,3.549648e+00,0.000000e+00,1.000000e+00,0
48,0,2.4250,0.0250,1.000000e+00,3.549648e+00,0.000000e+00,1.000000e+00,0
49,0,2.4750,0.0250,1.000000e+00,3.549648e+00,0.000000e+00,1.000000e+00,0
50,0,2.5250,0.0250,1.000000e+00,3.549648e+00,0.000000e+00,1.000000e+00,0
51,0,2.5750,0.0250,1.000000e+00,3.549648e+00,0.000000e+00,1.000000e+00,0
52,0,2.6250,0.0250,1.000000e+00,3.549648e+00,0.000000e+00,1.000000e+00,0
53,0,2.6750,0.0250,1.000000e+00,3.549648e+00,0.000000e+00,1.000000e+00,0
54,0,2.7250,0.0250,1.000000e+00,3.549648e+00,0.000000e+00,1.000000e+00,0
55,0,2.7750,0.0250,1.000000e+00,3.549648e+00,0.000000e+00,1.000000e+00,0
56,0,2.8250,0.0250,1.000000e+00,3.549648e+00,0.000000e+00,1.000000e+00,0
57,0,2.8750,0.0250,1.000000e+00,3.549648e+00,0.000000e+00,1.000000e+00,0
58,0,2.9250,0.0250,1.000000e+00,3.549648e+00,0.000000e+00,1.000000e+00,0
59,0,2.9750,0.0250,1.000000e+00,3.549648e+00,0.000000e+00,1.000000e+00,0
60,0,3.0250,0.0250,1.000000e+00,3.549648e+00,0.000000e+00,1.000000e+00,0
61,0,3.0750,0.0250,1.000000e+00,3.549648e+00,0.000000e+00,1.000000e+00,0
62,0,3.1250,0.0250,1.000000e+00,3.549648e+00,0.000000e+00,1.000000e+00,0
63,0,3.1750,0.0250,1.000000e+00,3.549648e+00,0.000000e+00,1.000000e+00,0
64,0,3.2250,0.0250,1.000000e+00,3.549648e+00,0.000000e+00,1.000000e+00,0
65,0,3.2750,0.0250,1.000000e+00,3.549648e+00,0.000000e+00,1.000000e+00,0
66,0,3.3250,0.0250,1.000000e+00,3.549648e+00,0.000000e+00,1.000000e+00,0
67,0,3.3750,0.0250,1.000000e+00,3.549648e+00,0.000000e+00,1.000000e+00,0
68,0,3.4250,0.0250,1.000000e+00,3.549648e+00,0.000000e+00,1.000000e+00,0
69,0,3.4750,0.0250,1.000000e+00,3.549648e+00,0.000000e+00,1.000000e+00,0
70,0,3.5250,0.0250,1.000000e+00,3.549648e+00,0.000000e+00,1.000000e+00,0
71,0,3.5750,0.0250,1.000000e+00,3.549648e+00,0.000000e+00,1.000000e+00,0
72,0,3.6250,0.0250,1.000000e+00,3.549648e+00,0.000000e+00,1.000000e+00,0
73,0,3.6750,0.0250,1.000000e+00,3.549648e+00,0.000000e+00,1.000000e+00,0
74,0,3.7250,0.0250,1.000000e+00,3.549648e+00,0.000000e+00,1.000000e+00,0
75,0,3.7750,0.0250,1.000000e+00,3.549648e+00,0.000000e+00,1.000000e+00,0
76,0,3.8250,0.0250,1.000000e+00,3.549648e+00,0.000000e+00,1.000000e+00,0
77,0,3.8750,0.0250,1.000000e+00,3.549648e+00,0.000000e+00,1.000000e+00,0
78,0,3.9250,0.0250,1.000000e+00,3.549648e+00,0.000000e+00,1.000000e+00,0
79,0,3.9750,0.0250,1.000000e+00,3.549648e+00,0.000000e+00,1.000000e+00,0
80,0,4.0250,0.0250,1.000000e+00,3.549648e+00,0.000000e+00,1.000000e+00,0
81,0,4.0750,0.0250,1.000000e+00,3.549648e+00,0.000000e+00,1.000000e+00,0
82,0,4.1250,0.0250,1.000000e+00,3.549648e+00,0.000000e+00,1.000000e+00,0
83,0,4.1750,0.0250,1.000000e+00,3.549648e+00,0.000000e+00,1.000000e+00,0
84,0,4.2250,0.0250,1.000000e+00,3.549648e+00,0.000000e+00,1.000000e+00,0
85,0,4.2750,0.0250,1.000000e+00,3.549648e+00,0.000000e+00,1.000000e+00,0
86,0,4.3250,0.0250,1.000000e+00,3.549648e+00,0.000000e+00,1.000000e+00,0
87,0,4.3750,0.0250,1.000000e+00,3.549648e+00,0.000000e+00,1.000000e+00,0
88,0,4.4250,0.0250,1.000000e+00,3.549648e+00,0.000000e+00,1.000000e+00,0
89,0,4.4750,0.0250,1.000000e+00,3.549648e+00,0.000000e+00,1.000000e+00,0
90,0,4.5250,0.0250,1.000000e+00,3.549648e+00,0.000000e+00,1.000000e+00,0
91,0,4.5750,0.0250,1.000000e+00,3.549648e+00,1.406953e-17,1.000000e+00,0
92,0,4.6250,0.0250,1.000000e+00,3.549648e+00,1.254922e-16,1.000000e+00,0
93,0,4.6750,0.0250,1.000000e+00,3.549648e+00,-7.213341e-16,1.000000e+00,0
94,0,4.7250,0.0250,1.000000e+00,3.549648e+00,-7.557881e-15,1.000000e+00,0
95,0,4.7750,0.0250,1.000000e+00,3.549648e+00,-5.416391e-14,1.000000e+00,0
96,0,4.8250,0.0250,1.000000e+00,3.549648e+00,-3.620953e-13,1.000000e+00,0
97,0,4.8750,0.0250,1.000000e+00,3.549648e+00,-2.380880e-12,1.000000e+00,0
98,0,4.9250,0.0250,1.000000e+00,3.549648e+00,-1.559907e-11,1.000000e+00,0
99,0,4.9750,0.0250,1.000000e+00,3.549648e+00,-1.019865e-10,1.000000e+00,0
100,0,5.0250,0.0250,1.000000e+00,3.549648e+00,-6.651314e-10,1.000000e+00,0
101,0,5.0750,0.0250,1.000000e+00,3.549648e+00,-4.324611e-09,1.000000e+00,0
102,0,5.1250,0.0250,1.000000e+00,3.549648e+00,-2.801478e-08,1.000000e+00,0
103,0,5.1750,0.0250,1.000000e+00,3.549648e+00,-1.813868e-07,1.000000e+00,0
104,0,5.2250,0.0250,1.000002e+00,3.549647e+00,-1.181317e-06,1.000002e+00,0
105,0,5.2750,0.0250,1.000011e+00,3.549643e+00,-7.762827e-06,1.000016e+00,0
106,0,5.3250,0.0250,1.000076e+00,3.549618e+00,-5.138683e-05,1.000106e+00,0
107,0,5.3750,0.0250,1.000503e+00,3.549449e+00,-3.413838e-04,1.000705e+00,0
108,0,5.4250,0.0250,1.003331e+00,3.548325e+00,-2.266007e-03,1.004678e+00,0
109,0,5.4750,0.0250,1.021558e+00,3.540671e+00,-1.483503e-02,1.030857e+00,0
110,0,5.5250,0.0250,1.127035e+00,3.485380e+00,-8.667887e-02,1.200678e+00,0
111,0,5.5750,0.0250,2.081154e+00,2.706676e+00,-3.146722e-01,3.697335e+00,0
112,0,5.6250,0.0250,4.944396e+00,1.169959e+00,-1.592690e-01,1.305769e+01,0
113,0,5.6750,0.0250,5.946353e+00,1.035829e+00,-5.493951e-02,1.649251e+01,0
114,0,5.7250,0.0250,5.780156e+00,1.146502e+00,-4.464495e-02,1.578348e+01,0
115,0,5.7750,0.0250,5.727769e+00,1.244031e+00,-3.275277e-02,1.543748e+01,0
116,0,5.8250,0.0250,5.702829e+00,1.318346e+00,-2.582614e-02,1.513368e+01,0
117,0,5.8750,0.0250,5.675182e+00,1.383338e+00,-2.165204e-02,1.483468e+01,0
118,0,5.9250,0.0250,5.642317e+00,1.443210e+00,-1.855167e-02,1.453702e+01,0
119,0,5.9750,0.0250,5.605365e+00,1.499350e+00,-1.637052e-02,1.426145e+01,0
120,0,6.0250,0.0250,5.564540e+00,1.552915e+00,-1.494843e-02,1.400244e+01,0
121,0,6.0750,0.0250,5.517806e+00,1.604941e+00,-1.383068e-02,1.374471e+01,0
122,0,6.1250,0.0250,5.461905e+00,1.655552e+00,-1.266437e-02,1.348253e+01,0
123,0,6.1750,0.0250,5.395085e+00,1.704597e+00,-1.134356e-02,1.321198e+01,0
124,0,6.2250,0.0250,5.318136e+00,1.751647e+00,-9.745853e-03,1.293336e+01,0
125,0,6.2750,0.0250,5.233929e+00,1.796295e+00,-7.778023e-03,1.264994e+01,0
126,0,6.3250,0.0250,5.147934e+00,1.837580e+00,-5.432498e-03,1.236577e+01,0
127,0,6.3750,0.0250,5.067737e+00,1.875698e+00,-3.049228e-03,1.208437e+01,0
128,0,6.4250,0.0250,4.993318e+00,1.911316e+00,-1.219981e-03,1.181028e+01,0
129,0,6.4750,0.0250,4.922782e+00,1.945138e+00,6.672449e-05,1.154298e+01,0
130,0,6.5250,0.0250,4.855669e+00,1.977864e+00,9.438349e-04,1.128365e+01,0
131,0,6.5750,0.0250,4.790351e+00,2.009947e+00,1.532098e-03,1.103077e+01,0
132,0,6.6250,0.0250,4.725177e+00,2.041706e+00,1.986215e-03,1.077985e+01,0
133,0,6.6750,0.0250,4.659565e+00,2.073093e+00,2.379135e-03,1.053022e+01,0
134,0,6.7250,0.0250,4.592748e+00,2.103883e+00,2.699988e-03,1.028175e+01,0
135,0,6.7750,0.0250,4.524191e+00,2.134188e+00,2.990741e-03,1.003575e+01,0
136,0,6.8250,0.0250,4.454286e+00,2.164370e+00,3.350573e-03,9.796517e+00,0
137,0,6.8750,0.0250,4.384016e+00,2.194190e+00,3.922958e-03,9.564481e+00,0
138,0,6.9250,0.0250,4.313794e+00,2.222782e+00,4.745245e-03,9.337627e+00,0
139,0,6.9750,0.0250,4.242981e+00,2.249540e+00,5.719665e-03,9.114539e+00,0
140,0,7.0250,0.0250,4.170961e+00,2.274814e+00,6.510603e-03,8.897892e+00,0
141,0,7.0750,0.0250,4.098051e+00,2.299301e+00,7.084649e-03,8.689391e+00,0
142,0,7.1250,0.0250,4.027826e+00,2.323500e+00,7.514020e-03,8.490660e+00,0
143,0,7.1750,0.0250,3.961324e+00,2.347474e+00,7.839442e-03,8.299928e+00,0
144,0,7.2250,0.0250,3.898159e+00,2.371108e+00,8.107824e-03,8.115475e+00,0
145,0,7.2750,0.0250,3.837900e+00,2.394314e+00,8.363562e-03,7.935638e+00,0
146,0,7.3250,0.0250,3.779888e+00,2.416965e+00,8.623777e-03,7.759919e+00,0
147,0,7.3750,0.0250,3.723351e+00,2.438880e+00,8.897143e-03,7.586729e+00,0
148,0,7.4250,0.0250,3.668074e+00,2.460154e+00,9.197296e-03,7.417119e+00,0
149,0,7.4750,0.0250,3.614258e+00,2.480940e+00,9.550050e-03,7.251857e+00,0
150,0,7.5250,0.0250,3.561916e+00,2.501234e+00,9.982949e-03,7.092268e+00,0
151,0,7.5750,0.0250,3.510961e+00,2.520923e+00,1.047164e-02,6.938105e+00,0
152,0,7.6250,0.0250,3.461032e+00,2.539998e+00,1.085127e-02,6.789483e+00,0
153,0,7.6750,0.0250,3.411404e+00,2.558356e+00,1.109782e-02,6.643980e+00,0
154,0,7.7250,0.0250,3.361618e+00,2.576082e+00,1.125654e-02,6.501151e+00,0
155,0,7.7750,0.0250,3.311339e+00,2.593322e+00,1.137277e-02,6.360444e+00,0
156,0,7.8250,0.0250,3.260490e+00,2.610391e+00,1.148345e-02,6.223575e+00,0
157,0,7.8750,0.0250,3.209442e+00,2.627379e+00,1.158348e-02,6.090502e+00,0
158,0,7.9250,0.0250,3.159218e+00,2.644333e+00,1.164927e-02,5.961710e+00,0
159,0,7.9750,0.0250,3.110336e+00,2.661191e+00,1.169986e-02,5.836184e+00,0
160,0,8.0250,0.0250,3.063110e+00,2.677983e+00,1.175246e-02,5.714510e+00,0
161,0,8.0750,0.0250,3.017364e+00,2.694580e+00,1.181456e-02,5.595564e+00,0
162,0,8.1250,0.0250,2.973133e+00,2.710966e+00,1.189423e-02,5.480015e+00,0
163,0,8.1750,0.0250,2.930302e+00,2.727168e+00,1.200695e-02,5.367449e+00,0
164,0,8.2250,0.0250,2.889077e+00,2.743152e+00,1.217779e-02,5.258808e+00,0
165,0,8.2750,0.0250,2.849077e+00,2.758677e+00,1.242016e-02,5.152589e+00,0
166,0,8.3250,0.0250,2.810161e+00,2.773555e+00,1.272806e-02,5.049251e+00,0
167,0,8.3750,0.0250,2.772151e+00,2.787798e+00,1.303881e-02,4.948165e+00,0
168,0,8.4250,0.0250,2.735178e+00,2.801555e+00,1.325076e-02,4.850424e+00,0
169,0,8.4750,0.0250,2.698773e+00,2.814901e+00,1.337228e-02,4.754584e+00,0
170,0,8.5250,0.0250,2.662796e+00,2.827933e+00,1.342951e-02,4.661394e+00,0
171,0,8.5750,0.0250,2.626805e+00,2.840755e+00,1.345386e-02,4.569690e+00,0
172,0,8.6250,0.0250,2.590992e+00,2.853502e+00,1.345418e-02,4.480991e+00,0
173,0,8.6750,0.0250,2.555159e+00,2.866246e+00,1.344328e-02,4.394120e+00,0
174,0,8.7250,0.0250,2.519888e+00,2.879021e+00,1.341618e-02,4.310388e+00,0
175,0,8.7750,0.0250,2.485043e+00,2.891873e+00,1.338128e-02,4.228472e+00,0
176,0,8.8250,0.0250,2.451283e+00,2.904822e+00,1.336455e-02,4.149673e+00,0
177,0,8.8750,0.0250,2.418217e+00,2.917781e+00,1.336527e-02,4.072278e+00,0
178,0,8.9250,0.0250,2.386186e+00,2.930554e+00,1.338443e-02,3.997285e+00,0
179,0,8.9750,0.0250,2.354753e+00,2.943124e+00,1.343765e-02,3.923184e+00,0
180,0,9.0250,0.0250,2.324261e+00,2.955336e+00,1.352999e-02,3.851395e+00,0
181,0,9.0750,0.0250,2.294176e+00,2.967173e+00,1.365473e-02,3.780327e+00,0
182,0,9.1250,0.0250,2.264978e+00,2.978581e+00,1.377830e-02,3.711738e+00,0
183,0,9.1750,0.0250,2.236109e+00,2.989665e+00,1.386654e-02,3.643919e+00,0
184,0,9.2250,0.0250,2.208035e+00,3.000425e+00,1.392317e-02,3.578490e+00,0
185,0,9.2750,0.0250,2.180327e+00,3.010996e+00,1.394760e-02,3.513820e+00,0
186,0,9.3250,0.0250,2.153423e+00,3.021399e+00,1.394766e-02,3.451616e+00,0
187,0,9.3750,0.0250,2.126939e+00,3.031773e+00,1.394008e-02,3.390169e+00,0
188,0,9.4250,0.0250,2.101243e+00,3.042056e+00,1.392336e-02,3.331202e+00,0
189,0,9.4750,0.0250,2.075899e+00,3.052349e+00,1.389993e-02,3.272858e+00,0
190,0,9.5250,0.0250,2.051237e+00,3.062543e+00,1.387255e-02,3.216874e+00,0
191,0,9.5750,0.0250,2.026778e+00,3.072717e+00,1.384620e-02,3.161256e+00,0
192,0,9.6250,0.0250,2.002790e+00,3.082704e+00,1.382947e-02,3.107654e+00,0
193,0,9.6750,0.0250,1.978805e+00,3.092552e+00,1.382380e-02,3.054102e+00,0
194,0,9.7250,0.0250,1.955154e+00,3.102150e+00,1.382487e-02,3.002504e+00,0
195,0,9.7750,0.0250,1.931400e+00,3.111633e+00,1.383197e-02,2.951011e+00,0
196,0,9.8250,0.0250,1.908165e+00,3.120957e+00,1.384038e-02,2.901827e+00,0
197,0,9.8750,0.0250,1.884826e+00,3.130262e+00,1.384212e-02,2.852896e+00,0
198,0,9.9250,0.0250,1.862415e+00,3.139476e+00,1.383916e-02,2.806502e+00,0
199,0,9.9750,0.0250,1.829665e+00,3.153134e+00,1.382272e-02,2.738648e+00,0
0,1,0.0250,0.0750,1.000000e+00,3.549648e+00,0.000000e+00,1.000000e+00,0
1,1,0.0750,0.0750,1.000000e+00,3.549648e+00,0.000000e+00,1.000000e+00,0
2,1,0.1250,0.0750,1.000000e+00,3.549648e+00,0.000000e+00,1.000000e+00,0
3,1,0.1750,0.0750,1.000000e+00,3.549648e+00,0.000000e+00,1.000000e+00,0
4,1,0.2250,0.0750,1.000000e+00,3.549648e+00,0.000000e+00,1.000000e+00,0
5,1,0.2750,0.0750,1.000000e+00,3.549648e+00,0.000000e+00,1.000000e+00,0
6,1,0.3250,0.0750,1.000000e+00,3.549648e+00,0.000000e+00,1.000000e+00,0
7,1,0.3750,0.0750,1.000000e+00,3.549648e+00,0.000000e+00,1.000000e+00,0
8,1,0.4250,0.0750,1.000000e+00,3.549648e+00,0.000000e+00,1.000000e+00,0
9,1,0.4750,0.0750,1.000000e+00,3.549648e+00,0.000000e+00,1.000000e+00,0
10,1,0.5250,0.0750,1.000000e+00,3.549648e+00,0.000000e+00,1.000000e+00,0
11,1,0.5750,0.0750,1.000000e+00,3.549648e+00,0.000000e+00,1.000000e+00,0
12,1,0.6250,0.0750,1.000000e+00,3.549648e+00,0.000000e+00,1.000000e+00,0
13,1,0.6750,0.0750,1.000000e+00,3.549648e+00,0.000000e+00,1.000000e+00,0
14,1,0.7250,0.0750,1.000000e+00,3.549648e+00,0.000000e+00,1.000000e+00,0
15,1,0.7750,0.0750,1.000000e+00,3.549648e+00,0.000000e+00,1.000000e+00,0
16,1,0.8250,0.0750,1.000000e+00,3.549648e+00,0.000000e+00,1.000000e+00,0
17,1,0.8750,0.0750,1.000000e+00,3.549648e+00,0.000000e+00,1.000000e+00,0
18,1,0.9250,0.0750,1.000000e+00,3.549648e+00,0.000000e+00,1.000000e+00,0
19,1,0.9750,0.0750,1.000000e+00,3.549648e+00,0.000000e+00,1.000000e+00,0
20,1,1.0250,0.0750,1.000000e+00,3.549648e+00,0.000000e+00,1.000000e+00,0
21,1,1.0750,0.0750,1.000000e+00,3.549648e+00,0.000000e+00,1.000000e+00,0
22,1,1.1250,0.0750,1.000000e+00,3.549648e+00,0.000000e+00,1.000000e+00,0
23,1,1.1750,0.0750,1.000000e+00,3.549648e+00,0.000000e+00,1.000000e+00,0
24,1,1.2250,0.0750,1.000000e+00,3.549648e+00,0.000000e+00,1.000000e+00,0
25,1,1.2750,0.0750,1.000000e+00,3.549648e+00,0.000000e+00,1.000000e+00,0
26,1,1.3250,0.0750,1.000000e+00,3.549648e+00,0.000000e+00,1.000000e+00,0
27,1,1.3750,0.0750,1.000000e+00,3.549648e+00,0.000000e+00,1.000000e+00,0
28,1,1.4250,0.0750,1.000000e+00,3.549648e+00,0.000000e+00,1.000000e+00,0
29,1,1.4750,0.0750,1.000000e+00,3.549648e+00,0.000000e+00,1.000000e+00,0
30,1,1.5250,0.0750,1.000000e+00,3.549648e+00,0.000000e+00,1.000000e+00,0
31,1,1.5750,0.0750,1.000000e+00,3.549648e+00,0.000000e+00,1.000000e+00,0
32,1,1.6250,0.0750,1.000000e+00,3.549648e+00,0.000000e+00,1.000000e+00,0
33,1,1.6750,0.0750,1.000000e+00,3.549648e+00,0.000000e+00,1.000000e+00,0
34,1,1.7250,0.0750,1.000000e+00,3.549648e+00,0.000000e+00,1.000000e+00,0
35,1,1.7750,0.0750,1.000000e+00,3.549648e+00,0.000000e+00,1.000000e+00,0
36,1,1.8250,0.0750,1.000000e+00,3.549648e+00,0.000000e+00,1.000000e+00,0
37,1,1.8750,0.0750,1.000000e+00,3.549648e+00,0.000000e+00,1.000000e+00,0
38,1,1.9250,0.0750,1.000000e+00,3.549648e+00,0.000000e+00,1.000000e+00,0
39,1,1.9750,0.0750,1.000000e+00,3.549648e+00,0.000000e+00,1.000000e+00,0
40,1,2.0250,0.0750,1.000000e+00,3.549648e+00,0.000000e+00,1.000000e+00,0
41,1,2.0750,0.0750,1.000000e+00,3.549648e+00,0.000000e+00,1.000000e+00,0
42,1,2.1250,0.0750,1.000000e+00,3.549648e+00,0.000000e+00,1.000000e+00,0
43,1,2.1750,0.0750,1.000000e+00,3.549648e+00,0.000000e+00,1.000000e+00,0
44,1,2.2250,0.0750,1.000000e+00,3.549648e+00,0.000000e+00,1.000000e+00,0
45,1,2.2750,0.0750,1.000000e+00,3.549648e+00,0.000000e+00,1.000000e+00,0
46,1,2.3250,0.0750,1.000000e+00,3.549648e+00,0.000000e+00,1.000000e+00,0
47,1,2.3750,0.0750,1.000000e+00,3.549648e+00,0.000000e+00,1.000000e+00,0
48,1,2.4250,0.0750,1.000000e+00,3.549648e+00,0.000000e+00,1.000000e+00,0
49,1,2.4750,0.0750,1.000000e+00,3.549648e+00,0.000000e+00,1.000000e+00,0
50,1,2.5250,0.0750,1.000000e+00,3.549648e+00,0.000000e+00,1.000000e+00,0
51,1,2.5750,0.0750,1.000000e+00,3.549648e+00,0.000000e+00,1.000000e+00,0
52,1,2.6250,0.0750,1.000000e+00,3.549648e+00,0.000000e+00,1.000000e+00,0
53,1,2.6750,0.0750,1.000000e+00,3.549648e+00,0.000000e+00,1.000000e+00,0
54,1,2.7250,0.0750,1.000000e+00,3.549648e+00,0.000000e+00,1.000000e+00,0
55,1,2.7750,0.0750,1.000000e+00,3.549648e+00,0.000000e+00,1.000000e+00,0
56,1,2.8250,0.0750,1.000000e+00,3.549648e+00,0.000000e+00,1.000000e+00,0
57,1,2.8750,0.0750,1.000000e+00,3.549648e+00,0.000000e+00,1.000000e+00,0
58,1,2.9250,0.0750,1.000000e+00,3.549648e+00,0.000000e+00,1.000000e+00,0
59,1,2.9750,0.0750,1.000000e+00,3.549648e+00,0.000000e+00,1.000000e+00,0
60,1,3.0250,0.0750,1.000000e+00,3.549648e+00,0.000000e+00,1.000000e+00,0
61,1,3.0750,0.0750,1.000000e+00,3.549648e+00,0.000000e+00,1.000000e+00,0
62,1,3.1250,0.0750,1.000000e+00,3.549648e+00,0.000000e+00,1.000000e+00,0
63,1,3.1750,0.0750,1.000000e+00,3.549648e+00,0.000000e+00,1.000000e+00,0
64,1,3.2250,0.0750,1.000000e+00,3.549648e+00,0.000000e+00,1.000000e+00,0
65,1,3.2750,0.0750,1.000000e+00,3.549648e+00,0.000000e+00,1.000000e+00,0
66,1,3.3250,0.0750,1.000000e+00,3.549648e+00,0.000000e+00,1.000000e+00,0
67,1,3.3750,0.0750,1.000000e+00,3.549648e+00,0.000000e+00,1.000000e+00,0
68,1,3.4250,0.0750,1.000000e+00,3.549648e+00,0.000000e+00,1.000000e+00,0
69,1,3.4750,0.0750,1.000000e+00,3.549648e+00,0.000000e+00,1.000000e+00,0
70,1,3.5250,0.0750,1.000000e+00,3.549648e+00,0.000000e+00,1.000000e+00,0
71,1,3.5750,0.0750,1.000000e+00,3.549648e+00,0.000000e+00,1.000000e+00,0
72,1,3.6250,0.0750,1.000000e+00,3.549648e+00,0.000000e+00,1.000000e+00,0
73,1,3.6750,0.0750,1.000000e+00,3.549648e+00,0.000000e+00,1.000000e+00,0
74,1,3.7250,0.0750,1.000000e+00,3.549648e+00,0.000000e+00,1.000000e+00,0
75,1,3.7750,0.0750,1.000000e+00,3.549648e+00,0.000000e+00,1.000000e+00,0
76,1,3.8250,0.0750,1.000000e+00,3.549648e+00,0.000000e+00,1.000000e+00,0
77,1,3.8750,0.0750,1.000000e+00,3.549648e+00,0.000000e+00,1.000000e+00,0
78,1,3.9250,0.0750,1.000000e+00,3.549648e+00,0.000000e+00,1.000000e+00,0
79,1,3.9750,0.0750,1.000000e+00,3.549648e+00,0.000000e+00,1.000000e+00,0
80,1,4.0250,0.0750,1.000000e+00,3.549648e+00,0.000000e+00,1.000000e+00,0
81,1,4.0750,0.0750,1.000000e+00,3.549648e+00,0.000000e+00,1.000000e+00,0
82,1,4.1250,0.0750,1.000000e+00,3.549648e+00,0.000000e+00,1.000000e+00,0
83,1,4.1750,0.0750,1.000000e+00,3.549648e+00,0.000000e+00,1.000000e+00,0
84,1,4.2250,0.0750,1.000000e+00,3.549648e+00,0.000000e+00,1.000000e+00,0
85,1,4.2750,0.0750,1.000000e+00,3.549648e+00,0.000000e+00,1.000000e+00,0
86,1,4.3250,0.0750,1.000000e+00,3.549648e+00,0.000000e+00,1.000000e+00,0
87,1,4.3750,0.0750,1.000000e+00,3.549648e+00,0.000000e+00,1.000000e+00,0
88,1,4.4250,0.0750,1.000000e+00,3.549648e+00,0.000000e+00,1.000000e+00,0
